Line,Female Parent,Male Parent
K1307,K1133,R85-3309
K1308,K1133,PI534646
K1309,K1133,N83-375
K1310,K1133,N83-375
K1311,K1133,N83-375
K13-1156,LG06-2284,PI639740
K1312,N83-375,R85-3309
K13-1231,LG07-2309,435TCS
K13-1234,LG07-2309,435TCS
K13-1289,LG06-5920,435TCS
K13-1290,LG06-5920,435TCS
K1313,A86-303014,PI508269
K13-1385,PI639740,435TCS
K1314,Pioneer 6902-03,K82-1-48
K1315,PI559933,PI634759
K13-1515,LG06-5920,LD05-13265
K13-1519,LG06-5920,LD05-13265
K13-1523,LG06-5920,LD05-13265
K1316,PI559933,PI634759
K13-1613,LS07-3125,435TCS
K13-1615,LS07-3125,435TCS
K13-1620,LS07-3125,435TCS
K13-1627,LS07-3125,435TCS
K13-1636,LS07-3125,435TCS
K13-1643,LS07-3125,435TCS
K13-1644,LS07-3125,435TCS
K1317,PI559933,PI634759
K13-1737,KS5004N,NCC06-339
K13-1763,PI634193,DS-880
K13-1777,PI661090,KS5004N
K13-1786,KS5004N,R04-357
K1318,A86-303014,PI508269
K13-1809,KS5004N,R04-357
K13-1830,DS-880,R04-357
K13-1845,NCC05-1261,435TCS
K13-1897,NCC05-1261,PI639740
K1319,K82-1-48,Pioneer 6906-22
K13-1910,NCC05-1261,PI639740
K1320,PI634759,PI508268
K1321,PI556841,PI508269
K1322,PI559933,PI634759
K1323,PI567902,PI556814
K1324,PI556784,PI548605
K1325,PI556784,PI508268
K1326,PI540555,N83-375
K1327,PI559933,PI634759
K1328,PI556784,R85-3280
K1329,PI634759,K79-4
K1330,PI634759,K79-4
K1331,A86-303014,PI508269
K1332,K82-1-48,PI508268
K1333,K82-1-48,PI508268
K1334,K82-1-48,PI508268
K1335,PI540555,HP5363-5-8
K1336,PI634759,PI508268
K1337,PI634759,PI508268
K1345,K1161,PI542711
K1346,PI534646,K89-67
K1347,PI559931,PI542711
K1348,K1161,PI542711
K1349,PI559931,PI542711
K1350,S85-1136,K1163
K1351,K1161,PI542711
K1352,PI559931,PI542711
K1353,PI556784,R85-3280
K1354,PI540555,Pioneer 6906-22
K1355,PI534646,PI542711
K1356,PI543793,PI534646
K1357,PI540555,PI534646
K1358,Pioneer 6917-29,Pioneer 6906-22
K1359,PI542711,HC85-164
K1360,PI508268,PI559931
K1361,Pioneer 6917-29,PI508268
K1362,PI561400,PI572239
K1363,PI559932,PI543795
K1364,PI561400,PI572239
K1365,PI559932,PI543795
K1366,PI561400,PI572239
K1370,PI560206,PI556857
K1375,PI540556,PI534646
K1376,PI560206,PI537094
K1377,PI556911,PI586981
K1378,PI586981,PI556857
K1379,PI556911,PI586981
K1380,PI556911,PI586981
K1381,PI540556,PI534646
K1382,PI540556,PI534646
K1383,PI540556,PI534646
K1384,PI556911,PI586981
K1385,PI560206,PI556857
K1386,PI534646,PI559931
K1387,PI559934,PI586981
K1388,PI543793,PI556861
K1389,PI543793,PI556861
K1390,PI543793,PI556861
K1391,PI559932,HC85-618
K1392,PI556861,K1196
K1393,PI559934,PI518664
K1394,K1196,PI556773
K1395,PI561400,PI572239
K1396,PI559934,PI556773
K1402,PI593259,C1843
K1403,PI574534,PI586981
K1404,PI593259,K1200
K1405,K1212,PI574534
K1406,PI593259,K1200
K1407,PI593259,PI559931
K1408,PI574534,PI586981
K1409,K1212,PI574534
K1410,PI586981,C1842
K14-1094,KS4313N,LD05-13265
K1411,PI586981,PI559931
K14-1140,LD05-13265,KS4313N
K14-1141,LD05-13265,KS4313N
K14-1153,LD05-13265,KS4313N
K1412,K1212,PI586981
K14-1263,LG06-5920,435TCS
K14-1266,LG06-5920,435TCS
K14-1267,LG06-5920,435TCS
K14-1269,LG06-5920,435TCS
K14-1277,LG06-5920,435TCS
K1413,K1212,PI593259
K14-1347,NCC05-1261,435TCS
K14-1357,NCC05-1261,435TCS
K14-1358,NCC05-1261,435TCS
K14-1387,NCC05-1261,PI639740
K1414,PI586981,C1842
K14-1401,LS07-3125,435TCS
K14-1404,LS07-3125,435TCS
K14-1405,LS07-3125,435TCS
K14-1468,06JR205000,LG07-6911
K14-1486,03JR309156,LG07-2640
K14-1493,03JR309156,LG07-2640
K1415,PI593259,PI559931
K1416,PI602950,PI553051
K14-1657,PI661090,KS5004N
K14-1661,PI661090,KS5004N
K14-1686,PI661090,DS-880
K14-1694,PI661090,DS-880
K1417,PI518664,PI586981
K14-1707,PI661090,DS-880
K14-1715,NCC05-1261,435TCS
K14-1717,NCC05-1261,435TCS
K14-1719,NCC05-1261,435TCS
K14-1726,NCC05-1261,435TCS
K14-1730,KS5004N,435TCS
K14-1736,KS5004N,435TCS
K14-1737,KS5004N,435TCS
K1418,PI586981,PI559931
K1419,PI602950,PI543795
K1420,PI602950,PI586981
K1421,PI559932,R89-332
K1422,PI543795,R89-332
K1423,PI559932,LS86-1922
K1424,PI518664,PI539936
K1426,PI543795,R89-332
K1427,PI518664,PI543795
K1428,PI518664,HS89-3261
K1431,PI534646,PI555396
K1433,0,0
K1442,PI586981,Pioneer 6929-004
K1444,Pioneer 6929-004,PI559931
K1445,LG89-6661,PI593258
K1446,PI593258,IA2007
K1447,Pioneer 6929-004,PI559931
K1448,LG89-6661,PI586981
K1449,PI586981,Pioneer 6929-004
K1450,LG89-6661,PI586981
K1451,LG89-6661,PI593258
K1452,LG89-6661,PI586981
K1453,PI518664,K1230
K1454,PI586981,HS90-3487
K1455,PI539936,K88-22-42
K1456,PI586981,HS90-3487
K1457,LG89-6661,PI586981
K1458,PI586981,HS90-3487
K1459,PI539936,K88-22-42
K1460,PI586981,PI590932
K1461,PI586981,PI594922
K1462,S88-1934,V88-590
K1463,S88-1934,N90-516
K1464,V88-590,PI594922
K1465,PI543795,N90-516
K1466,PI559932,PI593654
K1470,PI559932,PI594922
K1484,Pioneer 9399,PI593654
K1485,PI548614,PI593654
K1486,PI548614,PI593654
K1487,PI548614,PI587185
K1489,PI548614,PI593654
K1490,PI578039,PI593654
K1491,PI578039,PI593654
K1492,PI572281,PI587185
K1493,PI578039,PI593654
K1494,PI593258,PI593654
K1495,N90-516,C1834
K1496,PI584441,C1834
K1497,PI593654,A92-726004
K1498,PI543795,PI556840
K1499,PI572281,PI560207
K1500,S91-5371-19,PI550730
K1501,N90-516,S91-5371-19
K1502,PI572281,S91-5371-19
K1503,PI543795,PI556840
K1504,N90-516,PI559932
K1505,N90-516,PI559932
K1506,PI543795,PI559932
K1507,PI543795,PI556840
K1508,PI539936,DP3478
K1509,PI593258,U93-3122
K1510,DP3478,PI548614
K15-1008,AR10-305003,435TCS
K15-1039,AR10-305003,435TCS
K15-1043,AR10-305003,435TCS
K1511,PI593258,U93-3122
K1512,PI593258,IA2022
K15-1278,LD06-7620,435TCS
K15-1279,LD06-7620,435TCS
K15-1283,LD06-7620,435TCS
K15-1294,LD06-7620,435TCS
K1513,PI593258,IA2022
K15-1303,LD06-7620,435TCS
K15-1307,LD06-7620,435TCS
K15-1310,LD06-7620,435TCS
K1514,PI593258,U93-3122
K1515,PI572281,DP3478
K1516,PI539936,PI540555
K15-1681,KS5004N,435TCS
K1517,PI576166,PI593654
K15-1755,KS5004N,NCC06-339
K15-1788,NCC05-1261,435TCS
K1518,PI539936,PI540555
K15-1800,NCC05-1261,435TCS
K15-1809,NCC05-1261,435TCS
K15-1853,NCC05-1261,435TCS
K15-1854,NCC05-1261,435TCS
K15-1855,NCC05-1261,435TCS
K15-1874,KS5004N,435TCS
K15-1891,KS5004N,435TCS
K1519,PI576166,PI593654
K15-1992,NCC05-1261,PI639740
K1520,PI540555,PI548555
K1521,PI576166,PI593654
K1522,PI572281,DP3478
K1523,PI593258,HS92-2683
K1524,PI559932,K1307
K1525,S92-2713,PI590931
K1526,PI559932,K1307
K1527,PI559932,K1305
K1528,S92-2713,PI590931
K1529,PI518664,PI615694
K1530,PI559934,PI617041
K1531,S91-1661,PI518664
K1532,PI559934,PI617041
K1533,PI559934,PI617041
K1536,0,0
K1539RR,PI595081,KS4895 x ResnikRR
K1543RR,K1276,K1276 x ResnikRR
K1547,0,0
K1548,PI556911,PI564525
K1549,0,0
K1550RR,K1276,K1276 x ResnikRR
K1551RR,K1276,K1276 x ResnikRR
K1552RR,PI595081,KS4895 x ResnikRR
K1553RR,PI595081,KS4895 x ResnikRR
K1560,0,0
K1561,0,0
K1562,0,0
K1563,0,0
K1564,0,0
K1565,0,0
K1566,0,0
K1567,0,0
K1568,PI614155,KY91-1352
K1569,0,0
K1570,LG91-7320,PI587185
K1571,0,0
K1572,0,0
K1573,LG91-7320,PI587185
K1574,0,0
K1575,0,0
K1576,0,0
K1577,0,0
K1578,0,0
K1579,0,0
K1582RR,K1235,K1235 x ResnikRR
K1583RR,PI586980,KY91-1352 x ResnikRR
K1584RR,K1277,K1277 x ResnikRR
K1585,U95-3734,IA3010
K1586,Md93-5010,IA3010
K1587,U95-3734,PI583745
K1588,PI576166,PI593258
K1589,PI583745,PI593654
K1590,PI583745,PI593654
K1594RR,K1235,K1235 x ResnikRR
K1595,U93-2412,PI593654
K1596,PI559932,LN93-11586
K1597,U95-3734,PI583745
K1598,PI583745,PI564525
K1599,PI583745,PI564525
K1603RR,PI595081,KS4895 x ResnikRR
K1604,S92-2711A,PI602950
K1605,PI559932,LN93-11586
K1606,PI564525,S91-5371-17
K1607,PI559932,LN93-11586
K1608RR,K1270,K1270 x ResnikRR
K1609RR,K1270,K1270 x ResnikRR
K1610,KY91-1352,PI615582
K1611,S92-2716,PI602950
K1612,PI543795,PI578297
K16-1412,KS4313N,S08-17361
K16-1425,S08-17361,K10-8556
K16-1427,S08-17361,K10-8556
K16-1433,S08-17361,K10-8556
K16-1443,S08-17361,K10-8556
K16-1692,K10-8556,435TCS
K16-1785,KS5004N,R05-374
K1620,K1370,PI592547
K16-2167,S08-17361,K10-8556
K16-2185,S08-17361,LS07-3125
K1623RR,PI592547,K97-132
K1624RR,U94-2306,K97-132
K1625RR,U94-2306,K97-132
K1626RR,PI592547,K97-132
K1627RR,U94-2306,K97-132
K1628RR,PI592547,K97-132
K1629RR,IA3010,K97-136
K1630RR,PI592547,K97-132
K1631RR,PI592547,K97-132
K1632RR,K1235,K97-132
K1633RR,PI595765,K97-132
K1634RR,PI595765,K97-132
K1635RR,PI595765,K97-132
K1636RR,PI595765,K97-132
K1637RR,K1276,K97-134
K1638RR,K1276,K97-134
K1639,R93-174,PI560307
K1640RR,PI602950,K97-138
K1641,KS5502N,PI592547
K28101,0,0
K-3444,0,0
K464,PI548510,PI548551
K62-7201,C1069,PI548530
K62-722,C1069,PI548533
K645,0,0
K646,0,0
K653,0,0
K678,0,0
K69-8-72-722,0,0
K701,0,0
K704-201-7-1,PI196529,PI196529 (2) x L62-667
K720,0,0
K74-104-75-85,PI548983,PI548631
K74-104-76-165,0,0
K74-104-76-167,PI548983,PI548631
K74-104-76-205,PI548983,PI548631
K74-108-75-169,PI548631,D60-9647
K74-108-79-169,0,0
K74-113-76-486,Tracy x Pomona,PI548512
K74-114-75-00,PI548983,PI548517
K74-115-75-376,PI548983,PI548538
K74-115-75-405,PI548983,PI548538
K74-115-76-754,PI548983,PI548538
K79-1,PI548631,D60-9647
K79-4,0,0
K81-21-155,PI548542,PI548549
K81-21-222,PI548542,PI548549
K81-21-51,PI548542,PI548549
K81-22-114,PI548667,PI548542
K81-25-70,V76-482,PI548667
K81-27-178,PI548655,PI548667
K81-27-201,PI548655,PI548667
K81-27-219,PI548655,PI548667
K81-27-247,PI548655,PI548667
K81-27-92,PI548655,PI548667
K81-9-395,PI548667,K1061
K82-1-138,PI556528,PI556511
K82-1-201,PI556528,PI556511
K82-1-210,PI556528,PI556511
K82-1-48,PI556528,PI556511
K82-1-9,PI556528,PI556511
K82-1-92,PI556528,PI556511
K82-1-93,PI556528,PI556511
K82-7-83,PI548555,PI556529
K82-9-18,PI548555,PI548619
K88-22-42,PI540555,N84-507
K89-67,PI540555,HP5316-8-2
K9,PI548983,PI548631
K97-132,K1235,K97-34
K97-133,PI595081,K97-39
K97-134,K1276,K97-38
K97-135,K1277,K97-39
K97-136,PI586980,K97-35
K97-138,PI543795,K97-40
K97-34,K1235,MON40-3-2
K97-35,KY91-1352,MON40-3-2
K97-36,PI595081,MON40-3-2
K97-38,K1276,MON40-3-2
K97-39,K1277,MON40-3-2
K97-40,PI593654,MON40-3-2
K98-87,0,MON40-3-2
K99-126,PI602950,K98-87
K99-128,PI602950,IA3004
K99-129,PI602950,IA3004
K99-14,IA3010,STS line from DuPont
K99-46,0,0
K99-7,0,0
K99-98,PI636463,IA3010
KA 555,PI548560,M57-69
Kai 6302-12-1-1,0,0
Kai Jiao 6212-9-5,Ji Lin 5 Hao,PI567408
Kai Jiao 6302-12-1-1,Kai Yuan 583,5621
Kai Shan Bai,0,0
Kai Yu 10 Hao,Qun Ying Dou,Tie Feng 18
Kai Yu 3 Hao,Ji Lin 5 Hao,Ji Ti 1 Hao
Kai Yu 8 Hao,Kai Yuan 583,Kai Jiao 6212-9-5
Kai Yu 9 Hao,Kai Jiao 6302-12-1-1,Tie Feng 18
Kai Yuan 583,0,0
KANATA,0,0
Kang Xian Chong 1 Hao,PI578395,PI548563
Kang Xian Chong 2 Hao,Nen Feng 9 Hao,Nen Feng 10 Hao x Franklin
Kang-lim,Keumgangdaelip,Norin 1
Kanrich x PI243519,PI548552,PI243519
Kanro x Richland,PI84928,PI548406
Kanto-101,0,0
KAPRIO RR,0,0
KARLO RR,0,0
Karpo R2,0,0
KARRA,0,0
Kassidy,0,0
KATONDA R2,0,0
Katrina,SW33-08,C350529
KB07-1#23,PI518671,M23 x 10-73'
KB10-10#990-1,0,0
KB11-1#590A,0,0
Ke 5501-3,PI561335,Dong Nong 1 Hao
Ke 56-10013-2,Ke Jiao 5610,PI602497
Ke Bei 1 Hao,Zi Hua 4 Hao,PI578506
Ke Feng 34,58-161,Xu Dou 1 Hao
Ke Feng 35,PI92707,PI518716
Ke Feng 6 Hao,2085963,PI518716
Ke Huang 4 Hao,58-161,Xu Dou 1 Hao
Ke Huang 8 Hao,58-161,Xu Dou 1 Hao
Ke Jiao 4430-20,Ke Jiao 69-5236,Shi Sheng Chang Ye
Ke Jiao 5610,Zi Hua 4 Hao x Yuan Bao Jin,Jia Mu Si Tu Jia Zi
Ke Jiao 56-4012,Feng Shou 6 Hao,PI602497
Ke Jiao 56-4087-17,Feng Shou 6 Hao,PI602497
Ke Jiao 56-4106-1,Feng Shou 6 Hao,PI602497
Ke Jiao 56-4197,Feng Shou 6 Hao,PI602497
Ke Jiao 56-4258,Feng Shou 6 Hao,PI602497
Ke Jiao 69-5236,Ke Jiao 56-4087-17,Ha Guang 1657
Ke Jiao 70-5295,Feng Shou 10 Hao,He Jiao 6 Hao
Ke Xi 283,0,0
Ke Xi 5 Hao,58-161,Xu Dou 1 Hao
Ke Xi 7048-2,Ke Jiao 69-5236,Shi Sheng Chang Ye
Ke Xi 8 Hao,58-161,Xu Dou 1 Hao
Ke Xin 3 Hao,0,0
KE518,0,0
KEBEK,0,0
Keburi,0,0
Kedelee Stb #452,0,0
Keitomame,0,0
Ken Feng,0,0
Ken Feng 1 Hao,Xi Xuan 1 Hao,Hei He 54
Ken Feng x AC Proteus,Ken Feng,PI546054
Ken Mi Bai Qi,0,0
Ken Mo 1 Hao,0,0
Ken Nong 1 Hao,Ke Jiao 4430-20,PI561307
Ken Nong 2 Hao,Sui Nong 4 Hao,Bian 76-66
Ken Nong 4 Hao,Jiu Nong 13,Sui Nong 4 Hao
KENDAL,0,0
KENDO R2,0,0
Kenfeng 16,0,0
Kenjiangdou 43,0,0
Kent (2) x L49-4196,PI548586,Kent x L49-4196
Kent (2) x L57-9622,PI548586,Kent x L57-9622
Kent (2) x Mukden,PI548586,Kent x Mukden
Kent (2) x PI88818,PI548586,Kent x PI88818
Kent (3) x L49-4196,PI548586,Kent (2) x L49-4196
Kent (3) x Mukden,PI548586,Kent (2) x Mukden
Kent (3) x PI88818,PI548586,Kent (2) x PI88818
Kent (4) x L49-4196,PI548586,Kent (3) x L49-4196
Kent (4) x Mukden,PI548586,Kent (3) x Mukden
Kent (4) x PI88818,PI548586,Kent (3) x PI88818
Kent (5) x L49-4196,PI548586,Kent (4) x L49-4196
Kent (5) x Mukden,PI548586,Kent (4) x Mukden
Kent (5) x PI88818,PI548586,Kent (4) x PI88818
Kent (6) x L49-4196,PI548586,Kent (5) x L49-4196
Kent (6) x Mukden,PI548586,Kent (5) x Mukden
Kent (6) x PI88818,PI548586,Kent (5) x PI88818
Kent (7) x L49-4196,PI548586,Kent (6) x L49-4196
Kent (7) x Mukden,PI548586,Kent (6) x Mukden
Kent (7) x PI88818,PI548586,Kent (6) x PI88818
Kent (8) x Mukden,PI548586,Kent (7) x Mukden
Kent x L49-4196,PI548586,L49-4196
Kent x L57-9622,PI548586,L57-9622
Kent x Mukden,PI548586,PI235335
Kent x PI88818,PI548586,PI88818
KENTLAND,0,0
Kenwood (2) x Elgin 87,PI537094,Kenwood x Elgin 87
Kenwood (3) x Elgin 87,PI537094,Kenwood (2) x Elgin 87
Kenwood x Elgin 87,PI537094,PI518666
Keumgangdaelip,0,0
Keumkangdaelip,0,0
Keunol,0,0
KG 100,PI556511,S51
KG 40,PI548689,BK22-1-3
KG 41,B220,PI548593
KG 62,K28101,PI556501
KG 71,0,0
KG 82,PI548513,PI548567
KG 92,0,0
KG 93,PI548689,S51
KG1410770,0,0
KG20 x OAC Exeter,PI556751,OAC Exeter
Kilpatrick 10,0,0
Kingnatto,0,0
Kingwa x Maple Presto,PI548359,PI548594
Kingwa x Maple Presto (2),Kingwa x Maple Presto,PI548594
Kingwa x Maple Presto (3),Kingwa x Maple Presto (2),PI548594
Kingwa x Maple Presto (4),Kingwa x Maple Presto (3),PI548594
Kingwa x Maple Presto (5),Kingwa x Maple Presto (4),PI548594
Kingwa x Maple Presto (6),Kingwa x Maple Presto (5),PI548594
KIPO R2,0,0
Kirby x (Forrest (3) x D77-12480),PI548665,Forrest (3) x D77-12480
Kirby x Forrest,PI548665,PI548655
Kirby x TracyM,PI548665,PI548984
KI-S 601,PI628932,PI628892
KI-S 602 RCH,PI628879,OC73-397
KI-S 702,PI628829,PI556504
KI-S 801,PI628932,BR80-6989
Kizaya-1,0,0
KK-08,0,0
KK-09,0,0
KK-2,PI553038,R62-550
KK7,0,0
KL-8,0,0
KLAXON,0,0
KLS87092,0,0
Ko No. 1,0,0
Ko. 235,0,0
KOFU,0,0
KOLIA,0,0
Korada,0,0
Korada x Syngenta S14-M7,Korada,X9612
KOSMO R2,0,0
Kottman (2) x (PI399073 x Syngenta S19-90),PI612594,Kottman x (PI399073 x Syngenta S19-90)
Kottman (3) x (PI399073 x Syngenta S19-90),PI612594,Kottman (2) x (PI399073 x Syngenta S19-90)
Kottman x (PI399073 x Syngenta S19-90),PI612594,PI399073 x Syngenta S19-90
Kottman x HF9667-2,PI612594,HF9667-2
Kottman x PI274456,PI612594,PI274456
Kou Qian Dou,0,0
KS 473,0,0
KS3406RR,PI592547,K1235 (2) x ResnikRR
KS4303sp,PI540556,PI583835
KS4313N,IA3023,PI639740
KS4602N,PI560207,PI586981
KS4607,K1433,PI614155
KS4702,PI583837,PI540556
KS4895 x ResnikRR,PI595081,ResnikRR
KS5003sp,PI559934,PI583835
KS5004N,PI559934,PI617041
KS5005sp,PI583837,SS1386-5-2
KS5007sp,CX1512-8,PI602950
KS5502N,PI543795,PI595081
Kui Xuan 1 Hao,0,0
KULTANA R2,0,0
Kuna,0,0
KW2-2,K1410,K01-179
KW220-26,0,0
Kwangan,Dongsan (Touzan) 69,Hwangkeum
Kwanggyo,0,0
Kwanggyo x Clark 63,Kwanggyo,PI548532
Kwangkyo,Jangdanbaekmok,Yukwoo 3
KY75-101-18,PI548628,PI548518
KY75-146-74,L66-1359,PI548538
KY78-1214,PI548628,L57-0034
KY78-405,PI548628,L57-0034
KY79-0840,A72-512,PI548667
KY79-1332,PI548667,PI548628
KY79-447,PI548631,PI548667
KY80-1027,PI548631,PI548667
KY80-1030,PI548631,PI548667
KY80-1154,PI548631,PI548667
KY80-2098,PI548631,PI548667
KY80-3315,PI548667,PI548556
KY80-620,PI548667,PI548556
KY81-2051,PI548556,PI548667
KY81-2211,PI548556,PI548667
KY81-2212,PI548556,PI548667
KY82-0132,PI556487,PI548616
KY82-0647,K1035,PI548667
KY82-0772,PI548549,PI548667
KY82-0865,PI548549,PI548667
KY82-0881,PI548549,PI548667
KY82-1313,PI548555,PI548556
KY82-1475,K1035,PI548667
KY82-1482,K1035,PI548667
KY82-1619,PI548555,PI548556
KY84-0215,L73-318,K1046
KY84-0405,VS75-595,PI548542
KY84-1616,K1044,PI548631
KY85-01039,PI548667,PI548556
KY85-01115,PI515961,PI548558
KY85-10085,PI515961,PI548558
KY85-10106,PI515961,PI548558
KY85-11020,PI548667,PI548556
KY85-1273,PI536636,PI548604
KY85-2094,PI548619,PI548679
KY85-2118,PI548619,PI548667
KY85-5016,PI515961,PI556625
KY85-64,PI515961,Jacques 130
KY85-7091,PI548619,PI548667
KY85-8075,PI548555,PI548556
KY88-1081,PI634760,PI556826
Ky88-1195,PI634760,PI556826
KY88-1216,K1099,PI518664
KY88-1344,PI515961,PI556782
KY88-1702,PI556826,K1099
KY88-3081,PI556826,K1099
KY88-6029,PI556826,PI536636
Ky88-8033,PI556784,PI634760
KY88-9047,PI556826,K1099
KY89-03147,PI556758,PI556733
Ky89-03155,PI556758,PI556733
KY89-04046,PI508269,PI536636
Ky89-07047,PI556744,PI556733
KY89-08054,PI556744,PI556758
KY89-08137,PI556744,PI556758
Ky89-09091,PI536636,PI556744
Ky89-13054,PI556782,PI556733
KY90-1208,Asgrow 9395,PI518664
Ky90-1238,PI556857,PI518664
KY90-1836,PI518664,PI556723
Ky90-2713,PI525454,PI518664
KY90-2736,PI525454,PI518664
KY90-2786,PI525454,PI518664
KY90-3036,PI525454,PI536636
KY90-3072,PI525454,PI536636
KY91-0151,PI556841,PI556723
Ky91-0402,Dekalb CX458,PI556841
Ky91-0433,Dekalb CX458,PI556841
KY91-1018,PI556852,PI518664
KY91-1037,PI556852,PI518664
KY91-1059,PI556852,PI518664
Ky91-1062,PI556852,PI518664
KY91-11103,PI556857,KY84-1616
KY91-11114,PI556857,KY84-1616
KY91-1260,PI556840,KY84-1616
KY91-1352,Southern States SS391,KY84-1616
KY91-1352 x ResnikRR,KY91-1352,ResnikRR
KY91-1385,Southern States SS391,KY84-1616
KY91-1663,Southern States SS391,KY84-1616
Ky91-1823,PI556857,PI518664
Ky91-1857,PI556857,PI518664
Ky93-0729,PI556784,MD83-5198
KY93-0827,PI518664,PI556723
KY93-1931,PI556857,PI518664
KY933-0827,PI518664,PI556723
Ky94-1501,PI596414,PI556889
Ky94-1502,PI596414,PI556889
Ky94-1505,PI596414,PI556889
KY94-1829,PI556913,PI572239
KY94-2134,PI556857,N86-7687
Ky94-2305,PI556913,PI556871
Ky94-2325,PI556913,PI556871
KY94-2343,PI556913,PI556871
KY94-3121,0,0
KY94-3126,0,0
KY95-0146,PI533655,PI518664
KY95-0350,PI533655,PI596414
KY95-0540,PI518664,PI553051
KY95-0645,PI572239,PI548557
KY95-1737,KY85-11020,PI553051
KY96-0417,PI559932,PI574534
KY96-1218,PI572239,PI542043
KY96-2330,PI540556,PI559934
KY96-2922,PI539936,PI559934
KY98-1028,PI593258,PI590232
KY98-1042,PI593258,PI590232
KY98-2028,CF 492 x Calhoun,KY94-3126
KY98-2811,PI590932,PI590232
KY98-2930,PI593258,KY94-3121
KYOTO,0,0
Kyuko355,0,0
L 241,0,0
L 241 x L 286,L 241,L 286
L 286,0,0
L03610,PI615580,PI615541
L04177,PI615580,PI615541
L04178,0,0
L04210,YB22T00,PI629001
L04549,PI628998,PI629003
L10,Chippewa (8) x (C1128 (2) x S54-1207),Chippewa (10) x Blackhawk
L10 (2) x (Clark (6) x T145),L10,L10 x (Clark (6) x T145)
L10 (2) x (Clark (6) x T201),L10,L10 x (Clark (6) x T201)
L10 (2) x Clark,L10,L10 x Clark
L10 (2) x Kanrich,L10,L10 x Kanrich
L10 (2) x L62-1055,L10,L10 x L62-1055
L10 (2) x L62-1380,L10,L10 x L62-1380
L10 (2) x Merit,L10,L10 x Merit
L10 (2) x S62X30:1,L10,L10 x S62X30:1
L10 (3) x (Clark (6) x T145),L10,L10 (2) x (Clark (6) x T145)
L10 (3) x (Clark (6) x T201),L10,L10 (2) x (Clark (6) x T201)
L10 (3) x Clark,L10,L10 (2) x Clark
L10 (3) x Kanrich,L10,L10 (2) x Kanrich
L10 (3) x L62-1055,L10,L10 (2) x L62-1055
L10 (3) x L62-1380,L10,L10 (2) x L62-1380
L10 (3) x S62X30:1,L10,L10 (2) x S62X30:1
L10 (4) x (Clark (6) x T145),L10,L10 (3) x (Clark (6) x T145)
L10 (4) x (Clark (6) x T201),L10,L10 (3) x (Clark (6) x T201)
L10 (4) x Clark,L10,L10 (3) x Clark
L10 (4) x Kanrich,L10,L10 (3) x Kanrich
L10 (4) x L62-1055,L10,L10 (3) x L62-1055
L10 (4) x L62-1380,L10,L10 (3) x L62-1380
L10 (4) x S62X30:1,L10,L10 (3) x S62X30:1
L10 (5) x (Clark (6) x T145),L10,L10 (4) x (Clark (6) x T145)
L10 (5) x (Clark (6) x T201),L10,L10 (4) x (Clark (6) x T201)
L10 (5) x Clark,L10,L10 (4) x Clark
L10 (5) x Kanrich,L10,L10 (4) x Kanrich
L10 (5) x L62-1055,L10,L10 (4) x L62-1055
L10 (5) x L62-1380,L10,L10 (4) x L62-1380
L10 (6) x (Clark (6) x T145),L10,L10 (5) x (Clark (6) x T145)
L10 (6) x (Clark (6) x T201),L10,L10 (5) x (Clark (6) x T201)
L10 (6) x Kanrich,L10,L10 (5) x Kanrich
L10 (6) x L62-1055,L10,L10 (5) x L62-1055
L10 (6) x L62-1380,L10,L10 (5) x L62-1380
L10 (7) x Kanrich,L10,L10 (6) x Kanrich
L10 x (Clark (6) x T145),L10,Clark (6) x T145
L10 x (Clark (6) x T201),L10,Clark (6) x T201
L10 x Clark,L10,PI548533
L10 x Kanrich,L10,PI548552
L10 x L62-1055,L10,L62-1055
L10 x L62-1380,L10,L62-1380
L10 x Merit,L10,PI548545
L10 x S62X30:1,L10,S62X30
L11,Clark (6) x T201,Clark (6) x T145
L12,PI547406,L11
L12 (2) x Chippewa,L12,L12 x Chippewa
L12 (2) x Harosoy,L12,L12 x Harosoy
L12 (2) x Hawkeye,L12,L12 x Hawkeye
L12 (2) x T31,L12,L12 x T31
L12 (3) x Chippewa,L12,L12 (2) x Chippewa
L12 (3) x Harosoy,L12,L12 (2) x Harosoy
L12 (3) x Hawkeye,L12,L12 (2) x Hawkeye
L12 (3) x T31,L12,L12 (2) x T31
L12 (4) x Chippewa,L12,L12 (3) x Chippewa
L12 (4) x Harosoy,L12,L12 (3) x Harosoy
L12 (4) x Hawkeye,L12,L12 (3) x Hawkeye
L12 (4) x T31,L12,L12 (3) x T31
L12 (5) x Chippewa,L12,L12 (4) x Chippewa
L12 (5) x Harosoy,L12,L12 (4) x Harosoy
L12 (5) x Hawkeye,L12,L12 (4) x Hawkeye
L12 (5) x T31,L12,L12 (4) x T31
L12 (6) x Hawkeye,L12,L12 (5) x Hawkeye
L12 (6) x T31,L12,L12 (5) x T31
L12 x Chippewa,L12,PI548530
L12 x Harosoy,L12,PI548573
L12 x Hawkeye,L12,PI548577
L12 x L64-2281,L12,PI547465
L12 x T31,L12,PI548159
L-1287,0,0
L12A,PI547406,L11
L15 (2) x ((Clark (6) x T201) x (Clark (6) x T145)),PI547798,L15 x ((Clark (6) x T201) x (Clark (6) x T145))
L15 (2) x L11,PI547798,L15 x L11
