Line,Female Parent,Male Parent
AG3803-TOBAH x (RB4391R2N (2) x A3525-A3244-BAH),AG3803-T0BAH,RB4391R2N (2) x A3525-A3244-BAH
AG3804,0,0
AG3804 (2) x A3525-A3244-BAH,AG3804,AG3804 x A3525-A3244-BAH
AG3804 (3) x A3525-A3244-BAH,AG3804,AG3804 (2) x A3525-A3244-BAH
AG3804 x A3525-A3244-BAH,AG3804,A3525-A3244-BAH
AG3906RR2YBC2,0,0
AG3931 (2) x A3525-A3244-BAH,PI660304,AG3931 x A3525-A3244-BAH
AG3931 x A3525-A3244-BAH,PI660304,A3525-A3244-BAH
AG3931 x AG4005,PI660304,PI656346
AG3931 x AG4005-T0BAH,PI660304,AG4005-T0BAH
AG3931-T4BAH,0,0
AG4005-T0BAH,0,0
AG4005-T0BAH x (GL4009C2-B0YN (2) x A3525-A3244-BAH),AG4005-T0BAH,GL4009C2-B0YN (2) x A3525-A3244-BAH
AG4130 (2) x A3525-A3244-BAH,A1016274,AG4130 x A3525-A3244-BAH
AG4130 (2) x AK3310U4-T0BAH,A1016274,AG4130 x AK3310U4-T0BAH
AG4130 x A3525-A3244-BAH,A1016274,A3525-A3244-BAH
AG4130 x AK3310U4-T0BAH,A1016274,AK3310U4-T0BAH
AG4130 x GL4009C2-B0YN,A1016274,GL4009C2-B0YN
AG4135 (2) x BL3709B5-D0YL-T1BAJ,PI673069,AG4135 x BL3709B5-D0YL-T1BAJ
AG4135 (3) x BL3709B5-D0YL-T1BAJ,PI673069,AG4135 (2) x BL3709B5-D0YL-T1BAJ
AG4135 x BL3709B5-D0YL-T1BAJ,PI673069,BL3709B5-D0YL-T1BAJ
AG4403 (2) x MON89788,PI628663,AG4403 x MON89788
AG4403 x MON89788,PI628663,MON89788
AG4404 x (AG4703 x (AG4404 x MON89788)),PI647990,AG4703 x (AG4404 x MON89788)
AG4404 x MON89788,PI647990,MON89788
AG4404RR2YBC2,0,0
AG4501,PI573031,Asgrow 4138 x MON40-3-2
AG4501 x MON40-3-2,AG4501,MON40-3-2
AG4531 (2) x AAK3410T2-T0BAH,PI660016,AG4531 x AAK3410T2-T0BAH
AG4531 x (AG4130 (2) x A3525-A3244-BAH),PI660016,AG4130 (2) x A3525-A3244-BAH
AG4531 x (GL4808A5-C0RN (2) x A3525-A3244-BAH),PI660016,GL4808A5-C0RN (2) x A3525-A3244-BAH
AG4531 x (GL5007A3-A2XN (2) x A3525-A3244-BAH),PI660016,GL5007A3-A2XN (2) x A3525-A3244-BAH
AG4531 x AAK3410T2-T0BAH,PI660016,AAK3410T2-T0BAH
AG4603,0,0
AG4632 x (AG4531 x (AG4130 (2) x A3525-A3244-BAH)),PI664061,AG4531 x (AG4130 (2) x A3525-A3244-BAH)
AG4701,0,0
AG4703 x (ACP4305H0C x MON89788),PI647989,ACP4305H0C x MON89788
AG4703 x (AG4404 x MON89788),PI647989,AG4404 x MON89788
AG4703 x (Asgrow 3836 (2) x MON89788),PI647989,Asgrow 3836 (2) x MON89788
AG4703 x (CGL4504D0C x MON89788),PI647989,CGL4504D0C x MON89788
AG4903 x MON89788,PI636124,MON89788
AG4907 x A3525-A3244-BAH,PI656340,A3525-A3244-BAH
AG4907-T0BAH,0,0
AG52109,NSL22188,PI548551
AG5332 x (GL5007A3-A2XN (2) x A3525-A3244-BAH),AG5532,GL5007A3-A2XN (2) x A3525-A3244-BAH
AG5501 (2) x MON89788,PI628664,AG5501 x MON89788
AG5501 (3) x MON89788,PI628664,AG5501 (2) x MON89788
AG5501 x MON89788,PI628664,MON89788
AG5503,0,0
AG5532,0,0
AG5534RR2,0,0
AG5535,0,0
AG5535 (2) x AG5605-T0BAH,AG5535,AG5535 x AG5605-T0BAH
AG5535 (2) x AG5605-T5BAH,AG5535,AG5535 x AG5605-T5BAH
AG5535 (3) x AG5605-T0BAH,AG5535,AG5535 (2) x AG5605-T0BAH
AG5535 (3) x AG5605-T5BAH,AG5535,AG5535 (2) x AG5605-T5BAH
AG5535 x AG5605-T0BAH,AG5535,AG5605-T0BAH
AG5535 x AG5605-T5BAH,AG5535,PI632704
AG5601,0,0
AG5603,0,0
AG5605 x MON89788,PI632704,MON89788
AG5605-T0BAH,0,0
AG5606,0,0
AG5632,0,0
AG56506,0,0
AG56506 (2) x A3525-A3244-BAH,AG56506,AG56506 x A3525-A3244-BAH
AG56506 x A3525-A3244-BAH,AG56506,A3525-A3244-BAH
AG5702 x (Dekalb DKB44-51 x MON89788),PI647985,Dekalb DKB44-51 x MON89788
AG5801,0,0
AG5831RR2Y,0,0
AG5903,0,0
AG5903 x MON89788,AG5903,MON89788
AG5905 x MON89788,PI636125,MON89788
AG6101,0,0
AG6534,0,0
AG6702,0,0
AG6730,0,0
AG6931,0,0
AG6931-T0DNN,0,0
AG7231,0,0
AG7501-T0BAH,0,0
AG7502-T0BAH,0,0
AG7601,0,0
AG7601 x (ANC6301A0R-B1 x MON89788),AG7601,ANC6301A0R-B1 x MON89788
AG7601 x MON89788,AG7601,MON89788
AG7733,0,0
AG7934,0,0
AGA07801,0,0
AGA15801,0,0
AGC39703,0,0
AGF24910,0,0
AGF26601,PI568242,Asgrow 1900 x (Asgrow 2396 x MON40-3-2)
AGH35703,0,0
AGH37601,0,0
AGK23603,ST2250,Asgrow 4539 x (Asgrow 3431 (2) x (Asgrow 3242 x MON40-3-2))
AGK26602,ST2250,Asgrow 4593 x (Asgrow 3431 (2) x (Asgrow 3242 x MON40-3-2))
AGL3902H0R-B1,0,0
AGL3902H0R-B1 x MON89788,AGL3902H0R-B1,MON89788
AGL4508D0R,0,0
AGL4703B0R,0,0
AGL4802A0X,0,0
AGL4805D0R,0,0
AGL4805D0R x (AG4404 x MON89788),AGL4805D0R,AG4404 x MON89788
AGM56501,0,0
AGM58702,0,0
AGM61920,0,0
AGP01-5,0,0
AGP02-1,0,0
AGQ44913,0,0
AGQ48803,0,0
AGQ55910 x (AG5905 x MON89788),PI628664,AG5905 x MON89788
AGR19502,0,0
AGR29506,0,0
AGR37504,0,0
Agserv 8780,0,0
AgSouth AGS606RR,0,0
AgSouth AGS738RR,G99-4158,PI671863
AgSouth AGS758RR,0,0
AgSouth AGS787RR,G95-346,H7242RR
AgSouth AGS828RR,PrichardRR,SC96-1476
AgVenture 38T7NRR,0,0
AgVenture VPmaxx 48E3RR,0,0
AGW26703,0,0
AI1611C9-ICBAH,0,0
AI2264,0,0
AI2453,0,0
AI4409C3-D0YN,0,0
AI4409C3-D0YN x A3525-A3244-BAH,AI4409C3-D0YN,A3525-A3244-BAH
AJB2302K0C,0,0
AJICO,0,0
Ajma,0,0
AJOK R2,0,0
AJW1405D0R,0,0
AJW1405D0R x (CSR1510 x MON89788),AJW1405D0R,CSR1510 x MON89788
AJW1405DOR,0,0
AJW1405DOR x (CSR1510 x MON89788),AJW1405DOR,CSR1510 x MON89788
AJW2504H0C,0,0
AJW2504H0C (2) x MON89788,AJW2504H0C,AJW2504H0C x MON89788
AJW2504H0C x MON89788,AJW2504H0C,MON89788
AJW2900C0S,PI594383,PI592553
AK Harrow (2) x T295,PI548298,AK Harrow x T295
AK Harrow (3) x T295,PI548298,AK Harrow (2) x T295
AK Harrow (4) x T295,PI548298,AK Harrow (3) x T295
AK Harrow (5) x T295,PI548298,AK Harrow (4) x T295
AK Harrow (6) x T295,PI548298,AK Harrow (5) x T295
AK Harrow (7) x T295,PI548298,AK Harrow (6) x T295
AK Harrow x Korean,PI548298,PI548360
AK Harrow x T295,PI548298,PI533601
AK114,0,0
AK2112B9-C0DNN,0,0
AK2211B2-C0AAC,0,0
AK2212B9-CODNN,0,0
AK2308A6-D1YN,0,0
AK2311F4-B0BAH,0,0
AK2411D2-D0BAH,0,0
AK2411D6-B0BAH,0,0
AK2508B4-B0YN,0,0
AK2611G5-D0BAH,0,0
AK2611H1-B0BAH,0,0
AK2708A2-D0YN,0,0
AK2711K1-B1BAH,0,0
AK2808A7-D0YN,0,0
AK2811A1-BOAAC,0,0
AK2910T4-T0BAH,0,0
AK2910T5-T0BAH,0,0
AK3010T1-TOBAH,0,0
AK3010T3-T0BAH,0,0
AK3010T7-T0BAH,0,0
AK3011F3-D0BAH,0,0
AK3011H3-D0BAH,0,0
AK3011H7-BOBAH,0,0
AK3108B7-D0YL,0,0
AK3110T1-T0BAH,0,0
AK3110T3-T0BAH,0,0
AK3110T4-T0BAH,0,0
AK3110T6-T0BAH,0,0
AK3110U5-T0BAH,0,0
AK3111F2-G0DNN,0,0
AK3111F9-D0BAH,0,0
AK3111H5-B0BAH,0,0
AK3210T2-T0BAH,0,0
AK3210T7-D0BAH,0,0
AK3210T9-T0BAH,0,0
AK3211H9-B0BAH,0,0
AK3310T6-T0BAH,0,0
AK3310T9-T0BAH,0,0
AK3310U4-T0BAH,0,0
AK3410T2-T0BAH,0,0
AK3410T7-T0BAH,0,0
AK3410T9-T0BAH,0,0
AK3510T6-D0BAH,0,0
AK3610T1-T0BAH,0,0
AK3610T3-TOBAH,0,0
AK3610T4-T0BAH,0,0
AK3710T2-D0BAH,0,0
Akasaya (Yamanashi),0,0
Ako Musume,Tamanishike,Iyo
AKRAS R2,0,0
ALASKA,0,0
ALBINOS,0,0
Alchan,Hwangkeum,Eunha
ALEX,0,0
ALLARD R2,0,0
Allen,PI630984,5601T (2) x (TN93-99 (3) x MON40-3-2)
Alta,PI548507,PI548594
Alta x Korada,Alta,Korada
ALTESSE,0,0
Altona x Williams 82,PI548504,PI518671
AM0201BO,0,0
AM0709A2-D0YN,0,0
AM0908A8-D0YN,0,0
AM10995412,0,0
AM13802,0,0
AM13961456,0,0
AM1408A6-D0YN,0,0
AM1808A6-D0YN,0,0
AM2008A2-D0YN,0,0
AM2587,0,0
AM2809B4-D0YN,0,0
AM2909C2-D0YN,0,0
AM89-140032,PI556786,PI556821
AM89-144001,PI548519,PI556637
AM89-144011,PI556786,PI548519
AM89-144019,PI556637,PI556786
AM89-144024,PI556786,A80-344003
AM89-144029,A82-161034,PI548519
AM89-144034,A85-394009,PI556637
AM89-244003,PI556821,PI548521
AM89-244007,PI556786,PI556821
AM89-244024,PI556786,PI556821
AM89-244028,PI556786,PI548519
AM89-244029,PI556786,A80-344003
AM89-244033,PI556786,PI548519
AM89-244039,PI556637,PI556786
AM89-244043,PI556821,PI556637
AM89-344001,PI556821,PI548521
AM89-344013,PI556786,A80-344003
AM89-344018,A85-394009,PI556637
AM89-344033,PI556821,PI556637
AM90-111004,PI548635,PI525453
AM90-111005,PI548635,PI525453
AM90-111006,PI548635,PI525453
AM90-111009,PI556810,PI548635
AM90-111010,PI556810,PI548635
AM90-111022,PI556810,PI556778
AM90-112003,PI556810,PI556778
AM90-112017,PI556778,PI556821
AM90-211005,PI548635,PI525453
AM90-211032,PI556810,PI525453
AM90-211033,PI556810,PI525453
AM90-211034,PI556810,PI525453
AM90-212021,PI556821,PI525453
AM90-311006,PI556810,PI548635
AM90-311011,PI556778,PI548635
AM90-312001,PI556810,PI556778
AM90-312002,PI556810,PI556778
AM90-312003,PI556762,PI556810
AM90-312022,PI525453,PI556778
AM90-312023,PI525453,PI556778
AMA5900B1R,0,0
Amambai,0,0
Amambai (2) x Ocepar 9,Amambai,Amambai x Ocepar 9-SS 1
Amambai (3) x Ocepar 9,Amambai,Amambai (2) x Ocepar 9
Amambai x Ocepar 9-SS 1,Amambai,PI628872
Amarale comum,0,0
AMASA,0,0
AMB60,0,0
Amcor (2) x Williams 82,PI548505,Amcor x Williams 82
Amcor (3) x Williams 82,PI548505,Amcor (2) x Williams 82
Amcor (4) x Williams 82,PI548505,Amcor (3) x Williams 82
Amcor (5) x Williams 82,PI548505,Amcor (4) x Williams 82
Amcor x Williams 82,PI548505,PI518671
American Rebel,0,0
Amirani R2,0,0
AMK0701B0R,0,0
AMK0702D0C,0,0
AMK0904H0R,0,0
Amoy Rps1,0,0
Amsoy (2) x C1253,PI548506,Amsoy x C1253
Amsoy (3) x C1253,PI548506,Amsoy (2) x C1253
Amsoy (4) x C1253,PI548506,Amsoy (3) x C1253
Amsoy (5) x C1253,PI548506,Amsoy (4) x C1253
Amsoy (6) x C1253,PI548506,Amsoy (5) x C1253
Amsoy (7) x C1253,PI548506,Amsoy (6) x C1253
Amsoy (8) x C1253,PI548506,Amsoy (7) x C1253
Amsoy 5143 (c) 1 (b) 2,0,0
Amsoy 71 (2) x (PI86972-1 x PI84637),PI548507,Amsoy 71 x (PI86972-1 x PI84637)
Amsoy 71 (2) x PI157440,PI548507,Amsoy 71 x PI157440
Amsoy 71 (2) x PI189868,PI548507,Amsoy 71 x PI189868
Amsoy 71 (3) x (PI86972-1 x PI84637),PI548507,Amsoy 71 (2) x (PI86972-1 x PI84637)
Amsoy 71 (3) x PI157440,PI548507,Amsoy 71 (2) x PI157440
Amsoy 71 (4) x (PI86972-1 x PI84637),PI548507,Amsoy 71 (3) x (PI86972-1 x PI84637)
Amsoy 71 (4) x PI157440,PI548507,Amsoy 71 (3) x PI157440
Amsoy 71 (5) x (PI86972-1 x PI84637),PI548507,Amsoy 71 (4) x (PI86972-1 x PI84637)
Amsoy 71 (5) x PI157440,PI548507,Amsoy 71 (4) x PI157440
Amsoy 71 (6) x (PI86972-1 x PI84637),PI548507,Amsoy 71 (5) x (PI86972-1 x PI84637)
Amsoy 71 BC6,PI548507,Amsoy 71 (6) x (PI86972-1 x PI84637)
Amsoy 71 dt,PI548506,Amsoy (7) x C1253
Amsoy 71 x (PI86972-1 x PI84637),PI548507,PI86972-1 x PI84637
Amsoy 71 x AG52109,PI548507,AG52109
Amsoy 71 x Hei Ho 3,PI548507,Hei Ho 3
Amsoy 71 x PI157440,PI548507,PI157440
Amsoy 71 x PI189868,PI548507,PI189868
Amsoy Phyt 326,0,0
Amsoy Phyt 326 x Cutler,Amsoy Phyt 326,PI548547
Amsoy Phyt 4,0,0
Amsoy Phytophthora 225,0,0
Amsoy Rps,0,0
Amsoy x Beeson,PI548506,PI548510
Amsoy x C1253,PI548506,C1253
Amsoy x Harosoy Dt2,PI548506,L61-344
Amsoy x PI248404,PI548506,PI248404
Amsoy x Portage,PI548506,PI548607
Amsoy x Wayne,PI548506,PI548628
An Dou 1 Hao,0,0
An Dou 2 Hao,0,0
An Yue Si Ji Hua,0,0
AnandRR,0,0
ANC5505C0R,0,0
ANC5505C0R (2) x A3525-A3244-BAH,ANC5505C0R,ANC5505C0R x A3525-A3244-BAH
ANC5505C0R x (Dekalb DKB44-51 x MON89788),ANC5505C0R,Dekalb DKB44-51 x MON89788
ANC5505C0R x A3525-A3244-BAH,ANC5505C0R,A3525-A3244-BAH
ANC5605B0R,0,0
ANC6301A0R-B1,0,0
ANC6301A0R-B1 x MON89788,ANC6301A0R-B1,MON89788
ANGELICA,0,0
Anoka x Mack,PI548508,PI559370
Anpyeong,Eunha,SS88034-1
ANSER,0,0
Aojiro Gokuwase,0,0
AOX3202TOC,0,0
AOX3202TOC x MON89788,AOX3202TOC,MON89788
AOX3501C0C,0,0
AOX3502F0C,0,0
AOX3502F0C x OX3308C8-D0YN,AOX3502F0C,OX3308C8-D0YN
AOX3505G0C,0,0
AOX3505G0C x MON89788,AOX3505G0C,MON89788
AOX3701F0C,0,0
AOX3705HOC,0,0
AOX3903A0C,0,0
AP 1275,PI591630,PI556771
AP 7710,0,0
AP Ex50734,0,0
AP1120,0,0
AP1235,0,0
AP1275 x AG0801,AP 1275,PI612954
AP1275A,0,0
AP1275A x MON89788,AP1275A,MON89788
AP1347,0,0
AP1394,0,0
AP14-027-2,0,0
AP1490N,0,0
AP1876,0,0
AP1953,0,0
AP1953 x (((Asgrow 3205 x (Asgrow 3127 x Fayette)) x G2436A),AP1953,(Asgrow 3205 x (Asgrow 3127 x Fayette)) x G2436A
AP1995,PI556884,PI556778
AP2155T,0,0
AP2190 x HP204,PI556810,PI539865
AP2329,0,0
AP25 x A74-201006,PI556487,A74-201006
AP2535,0,0
AP2880,0,0
AP2889,0,0
AP2918,0,0
AP2952N,0,0
AP3030,0,0
AP3035,0,0
AP3355,0,0
AP35,PI547798,PI548547
AP4880,0,0
AP4882,0,0
AP6(1YT)(F4)C2,0,0
AP68-1016,PI548533,Clark (4) x PI84946-2
AP68-1016 (2) x C1426,AP68-1016,AP68-1016 x C1426
AP68-1016 x C1426,AP68-1016,C1426
AP68-1022,PI548533,Clark (4) x PI84946-2
AP68-1111,PI548573,Harosoy (4) x PI84946-2
AP68-1119,PI548533,Clark (3) x PI84946-2
AP68-1216,PI548533,Clark (3) x PI84946-2
AP68-1324,PI548533,Clark (4) x PI84946-2
AP68-315,PI548533,Clark (4) x PI84946-2
AP6TW(2YT)(F4)C2,0,0
AP6TW(2YTC)(F4)C1,0,0
AP98041-1-203,0,0
AP98041-2-333,0,0
AP98041-4-117,0,0
AP9-81-163103,0,0
AP9Fe(S1)C6-39-1,0,0
APA94-31572,0,0
APA95-15294,0,0
APACHE,0,0
APEx 430124,0,0
APEx 441433,0,0
APEx 442437,0,0
APOLLO RR,0,0
APX0121B74,0,0
APX012N73,0,0
APX0138P77,0,0
APX04-76-6,SD01-76R,SD01-76R (3) x Dowling
APX9919A25,0,0
APXC21Y07,0,0
APXC2284N,0,0
APXC29B34,0,0
APXC31Y32,0,0
APXC32Y06,0,0
APXG05-12-1-13,0,0
APXG05-12-2-2,PI639740,LD00-3309 x (LD00-4970 (2) x (Dowling x Loda))
APXG05-5-1,PI639740,LD00-3309 x (LD00-4970 (2) x (Dowling x Loda))
AQUILON,0,0
AR02-101002,0,0
AR03-161013,Marcus x PI507354,IA2036
AR03-163009,PI507354 x Marcus,IA1008
AR03-163015,0,0
AR03-261024,PI507354 x Marcus,IA2039
AR03-263003,0,0
AR03-263037,0,0
AR03-361019,IA1009,PI604100
AR03-361033,IA1009,PI536636
AR03-361062,IA1008,PI536636
AR03-361065,IA1008,PI536636
AR03-361067,IA1008,PI604100
AR03-361091,IA1008,PI604100
AR04-874013,PI595697,A95-682026
AR04-874018,PI595697,A95-682026
AR04-874024,PI595697,Pioneer 9273 x (Jacques J231 x A8)
AR05-150034,IA1008,94342-N97-42816
AR05-150070,PI597386,95368-N98-52902
AR05-150071,PI597386,92215-A95-55197
AR05-150073,PI597386,PI619093
AR05-150079,PI597387,AGP02-1
AR05-150100,94342-N97-42816,A99-216031
AR05-150102,PI613608,IA2050
AR05-150109,PI613608,IA2050
AR05-150119,96003-A98-21349,PI614088
AR05-150127,PI597386,PI619093
AR05-150129,PI614088,95368-N98-52902
AR05-150139,PI614088,Soy02-2
AR05-150140,PI614088,Soygenetics 97-39372
AR05-250002,IA2050,(Pioneer 9303 x (Fayette x Asgrow 3659)) x AP1995
AR05-250043,PI597387,AGP02-1
AR05-250101,PI619092,PI597387
AR05-250103,PI619092,PI597386
AR05-250110,PI614088,PI619092
AR05-250117,Hei-lung,PI614088
AR05-250118,Hei-lung,PI597386
AR05-350008,IA1006,AGP01-5
AR05-350081,PI593258,AGP02-1
AR05-350083,PI593258,AGP02-1
AR06-164008,PI619093,Ag03-1
AR06-164010,Ag03-1,Ag02-6
AR06-164016,Ag03-4,PI619093
AR06-164017,Ag03-4,PI619093
AR06-164033,96289-A99-31240,Golden Harvest H-2285
AR06-165042,0,0
AR06-165058,Golden Harvest H-2632,97023-A99-03284
AR06-165065,Golden Harvest x33802,PI631166
AR06-165086,97026-N99-42648,Golden Harvest H-2632
AR06-165089,0,0
AR06-165095,Golden Harvest 24040,97026-N99-42648
AR06-264007,PI614088,PI619092
AR06-264020,G03-3,Ag03-1
AR06-264025,Golden Harvest H-2285,PI631166
AR06-265055,Golden Harvest 24040,97026-N99-42648
AR06-265100,Golden Harvest H-2632,97023-A99-03284
AR06-364012,G03-3,Ag03-4
AR06-364014,G03-3,Ag03-5
AR06-364016,G03-3,Ag03-5
AR06-364039,LS96-0582,PI619093
AR06-364046,96596-B99-24476,96289-A99-31240
AR06-365038,Golden Harvest H-2285,PI631166
AR06-365039,Golden Harvest H-2632,PI631166
AR06-365042,Golden Harvest H-2632,PI631166
AR06-365063,Golden Harvest x33802,PI619092
AR06-365076,96349-A99-30264,Golden Harvest H-2632
AR07-175036,A95-684043,Soygenetics 95-34480
AR07-175037,SoyGenetics 96-08769,A95-684043
AR07-175061,A94-41433-04N,IA2039BC
AR07-175064,Golden Harvest X33686,PI631166
AR07-176037,IAR2001BSR,Soygenetics 96-2205
AR07-176042,IAR2001BSR,Soy04-11
AR07-176049,IA1006,LS99-2235
AR07-176067,Ag03-1,Ag03-3
AR07-176075,Golden Harvest 24040,Golden Harvest H-2285
AR07-176077,G03-1,Ag03-6
AR07-176090,Ag03-1,Ag03-3
AR07-176114,G03-1,Ag03-3
AR07-176119,Golden Harvest 24040,96289-A99-31240
AR07-276022,IAR2001BSR,Soy04-11
AR07-276048,G03-1,Ag03-6
AR07-276066,G03-1,Ag03-1
AR07-276077,Golden Harvest 24040,Golden Harvest H-2285
AR07-276089,G03-1,Ag03-3
AR07-375033,Golden Harvest X33686,PI631166
AR07-376031,PI619093,LS99-2235
AR07-376032,Ag03-3,Ag03-5
AR07-376041,G03-1,G03-3
AR07-376048,G03-1,Ag03-6
AR07-376052,G03-1,Ag03-1
AR07-761008,IA2050,PI546487
AR0800162,G1490N,PI631166
AR0800187,0,0
AR0800197,04DL106306,CL081215
AR08-185011,AR03-163009,SJ031808
AR08-185029,97144-A00-15133,A95-684043
AR08-186004,99022-A01-12281,IAR2001BSR
AR08-186009,97144-A00-15133,A95-684043
AR08-186012,LS97-3004,Soygenetics 96-20403
AR08-186015,98194-A01-27440,PI536636
AR08-186020,98180-A01-06131,AR03-361067
AR08-285007,WW228348,IAR2001BSR
AR08-285024,IA1009BC-75-2-18-1,SoyGenetics 96-23036
AR08-285033,SoyGenetics 96-23036,A95-684043
AR08-285043,97177-N00-22972,IA2039BC
AR08-285046,97199-A00-10391,A95-684043
AR08-285047,97177-N00-22972,A95-684043
AR08-285048,97177-N00-22972,A95-684043
AR08-285049,97177-N00-22972,A95-684043
AR08-285052,XC16P53,PI634335
AR08-285053,97284-N00-47977,PI536636
AR08-285063,AR03-163009,SJ031808
AR08-285067,AR03-161013,SJ031808
AR08-285071,AR03-163009,WW228348
AR08-285081,WW228348,AR03-361067
AR08-285084,WW228348,AR03-361067
AR08-285089,AR03-163015,97284-N00-47977
AR08-286001,AR02-101002,97023-A99-03284
AR08-286003,98620-B01-51163,IAR2001BSR
AR08-286004,Golden Harvest H-2285,IAR2001BSR
AR08-286037,Soygenetics F21461C,LS97-3221
AR08-286058,98633-B01-44373,AR03-361067
AR08-286060,98620-B01-51163,AR03-361067
AR08-286070,SJ833009,IAR2001BSR
AR0830199,0,0
AR0830199 x 5468812-13-01,AR0830199,5468812-13-01
AR0830199 x 9ED40002BC6-2,AR0830199,9ED40002BC6-2
AR0830199 x 9ED40004BC6-4,AR0830199,9ED40004BC6-4
AR08-385056,AR03-161013,PI634335
AR08-385067,AR03-163009,SJ031808
AR08-385071,AR03-163009,WW228348
AR08-385074,WW228348,AR03-361067
AR08-386019,LS96-0582,Soygenetics N27205C
AR08-386026,AR02-101002,97023-A99-03284
AR08-386028,98620-B01-51163,IAR2001BSR
AR08-985019,IA3014,PI546487
AR0902031,Syngenta S25-T5,CL702620
AR0902032,0,0
AR0902412,0,0
AR0902417,0,0
AR0912401,06KL167872,04KL109914BC2
AR09-191003,97284-N00-47977,IAR2001BSR
AR09-191016,97284-N00-47977,IAR2001BSR
AR09-191022,97284-N00-47977,IAR2001BSR
AR09-191025,IAR2101SCN,97284-N00-47977
AR09-191029,IAR2101SCN,97284-N00-47977
AR09-191050,97284-N00-47977,AR03-161013
AR09-191058,LS96-0582,97284-N00-47977
AR09-191060,IAR2101SCN,PI639740
AR09-191062,IAR2101SCN,PI639740
AR09-191064,IAR2101SCN,PI639740
AR09-191068,LD02-5868,IAR2101SCN
AR09-191087,Soygenetics F35102C,AR05-250118
AR09-1919050,0,0
AR09-192004,Golden Harvest H-2285,AR05-250118
AR09-192008,AR05-250117,Soygenetics F40355C
AR09-192010,Soygenetics F35815C,AR04-874018
AR09-192011,Soygenetics F35978C,AR04-874018
AR09-192012,03KL016094,AR04-874018
AR09-192013,AR04-874018,LD02-5320
AR09-192014,AR04-874018,MN1410
AR09-192015,03KL016094,AR04-874013
AR09-192018,LD01-7323,IAR2001BSR
AR09-192019,LD01-7323,IAR2001BSR
AR09-291001,97284-N00-47977,IAR2001BSR
AR09-291011,IAR2101SCN,97284-N00-47977
AR09-291017,97284-N00-47977,AR03-263003
AR09-291028,IAR2101SCN,PI639740
AR09-291036,AR03-263037,Soygenetics F35102C
AR09-291054,Soygenetics F35102C,PI675224
AR09-291056,HS1-3886,AR05-250117
AR09-291076,IAR2001BSR,AR05-250118
AR09-291081,IAR2001BSR,AR05-250117
AR09-292001,SJ833009,LS99-2235
AR09-292004,03KL016094,AR03-361019
AR09-292017,HS1-3886,AR05-250118
AR09-292028,HS3-25233,AR05-250118
AR09-292048,Soygenetics F35481C,AR05-250117
AR09-292051,Soygenetics F35978C,AR04-874018
AR09-292054,AR04-874018,LD02-5320
AR09-292056,AR04-874018,M99-286047
AR09-292078,AR04-874018,LD02-4485
AR09-292085,AR04-874018,MN1701CN
AR09-292092,LD02-5320,AR04-874013
AR09-292097,LD02-5124,IAR2001BSR
AR09-391010,LS96-0582,97284-N00-47977
AR09-391012,LS96-0582,APXC2284N
AR09-391014,LD02-5868,IAR2101SCN
AR09-391015,PI675224,Golden Harvest H-2632
AR09-391016,AR03-263037,APXC2284N
AR09-391017,SJ833009,AR03-161013
AR09-391020,LD02-6538,PI669816
AR09-391021,Soygenetics F35102C,PI675224
AR09-391031,Soygenetics F35102C,AR05-250117
AR09-391032,APXC2284N,LS99-2235
AR09-391033,LD02-6553,AR05-250118
AR09-392007,LD02-5320,AR03-361019
AR09-392011,Soygenetics F35815C,AR03-361033
AR09-392023,HS3-25233,AR05-250117
AR09-392040,Golden Harvest x33802,IAR2001BSR
AR09-392041,PI639740,IAR2001BSR
AR09-392042,LD00-2817,IAR2001BSR
AR09-392050,AR04-874018,LD02-4485
AR09-392055,PI639740,IAR2001BSR
AR09BSR x AR10SDS,AR9BSR,PI669816
AR09BSR x AR2,AR9BSR,AR2
AR1,IA2039BC,IA2021
AR1000290,0,0
AR1010183,0,0
AR10-105002,SS02-11958,AR3
AR10-105006,AR06-365063,AR05-150071
AR10-105007,Golden Harvest X33686,AR06-165058
AR10-105008,Golden Harvest X33686,AR06-165086
AR10-105009,AR05-150119,AR1
AR10-106001,Golden Harvest 24040,AR05-250117
AR10-106005,AR05-150109,03JR321086
AR10-106008,AR05-150109,03JR321086
AR10-106009,AR05-150109,03JR321086
AR10-106010,AR05-150109,03RM893902
AR10-106012,AR05-150109,05KE307696
AR10-106013,AR05-150109,05KE307696
AR10-106014,AR04-874024,03JR321086
AR10-205001,SS02-11958,IAR2001BSR
AR10-205002,SS02-11958,PI669816
AR10-205010,SS02-12014,IAR2001BSR
AR10-205014,SS02-12014,PI669816
AR10-205042,Golden Harvest X33686,AR06-165086
AR10-205047,Golden Harvest H-2285,AR06-165086
AR10-205059,Golden Harvest H-2285,AR1
AR10-205065,SS02-11958,AR05-150129
AR10-206003,LD01-5907,AR05-250118
AR10-206012,Golden Harvest 24040,AR05-250117
AR10-206070,IAR2001BSR,Golden Harvest H-2632
AR10-206073,IAR2001BSR,Golden Harvest H-2632
AR10-206075,AR05-150109,03JR321086
AR10-206092,AR04-874024,03JR321086
AR10-206097,AR04-874024,05KE307696
AR10-206101,AR3,Golden Harvest 24040
AR10-206105,AR3,Golden Harvest 24040
AR10-206106,AR3,Golden Harvest 24040
AR10-206108,AR3,MN1701CN
AR10-206113,Golden Harvest H-2285,AR2
AR10-206115,Golden Harvest H-2285,PI675224
